gene name	test_pipeline	first_sample
NAP1L5	0	0
CBX3P1	0	0
RP4-597J3.1	0	0
NIM1K	0	0
CD19	0	0
ERICH5	0	67
OR2T8	0	0
NR2C2	16	11
GPR4	0	0
ACOT4	0	0
OLIG3	0	0
PTRF	33	0
OR2G3	0	0
ARIH2	389	122
RBM44	0	0
ZBTB33	20	9
OR2G2	0	0
ZBED2	0	0
VCX2	0	0
IRX3	10	7
ST8SIA3	0	0
RPRM	0	0
OR2B11	0	0
SLC25A22	0	10
RABEP2	0	3
NHLH2	0	0
RP11-56N19.5	0	0
ATOX1	398	206
FAM187B	0	0
TBL1XR1	89	218
SAMD12	0	0
CD163	0	0
C18orf32	21	8
OR7E149P	0	0
GIMAP3P	0	0
PIDD1	0	0
RP11-512C24.3	0	0
ZNF491	0	0
RPLP2	696	909
GSG2	0	7
JUN	444	29
CSTF2T	0	19
PGBD5	2	0
C12orf54	0	0
GBA	37	8
CASC2	0	0
ACAD9	107	26
IL17RA	24	18
PNPLA2	3	23
MBOAT4	0	0
C2orf57	0	0
AGTRAP	170	43
CD163L1	0	0
SRRM3	0	14
THAP5	2	31
DEFB114	0	0
CRACR2B	0	0
SUMO4	0	0
MAGEB10	0	0
DNAJC28	0	0
OR4F4	0	0
NAALADL2	0	0
CD151	5	22
RP11-16K12.1	0	0
POLR2L	344	458
FAM20C	0	0
NECTIN3	0	27
SLC35G5	0	0
ANXA2R	0	0
CTD-2530N21.5	0	0
TMEM94	0	0
FLII	87	94
SOX12	0	0
HNRNPA0	29	80
FXNP2	0	0
CTD-2201E18.3	0	6
YIPF7	0	0
FAM87B	0	0
CDKN2AIPNLP1	0	0
RPS2P2	0	0
RP5-1061H20.4	6	0
MYOZ1	0	0
TMEM78	0	0
RP11-606P2.1	0	0
KCNJ10	0	0
AC108142.1	0	0
CHID1	12	42
PCDHB9	0	0
ZNF620	8	8
ZNF518A	13	21
TMEM187	0	1
CACYBPP2	7	4
SVBP	15	15
ZNF619	0	0
CCDC184	0	0
AP3S1	199	18
GRB2	195	233
ZBTB41	0	0
UBE2N	266	201
SPATA31C2	0	0
ARL6IP6	4	57
ZNF354C	0	0
CAPZA3	0	0
MAMDC4	0	0
CENPBD1	0	0
ODF3	0	0
BET1L	0	9
RPS27	2689	2816
RIC8A	109	149
IMP3	220	145
ASB8	82	23
LCN15	0	0
ODF3B	0	0
DPY19L2	0	0
SPATA31E1	0	0
ZNRF3-AS1	0	0
C2orf73	0	0
GPR150	0	0
TSPYL6	0	0
LRRC75B	0	0
DMAP1	68	41
ADAMTSL1	0	0
FAM26E	0	0
IMPDH2	749	242
ALS2CL	0	0
MLF1	0	0
PRSS42	0	0
NDUFAF3	682	419
C2orf69	33	17
GRAMD1C	22	0
STAP2	0	0
ULK4P3	0	0
TWF1P1	0	0
HTR3C	0	0
TSSK6	0	0
BOLA1	28	0
PDE4DIP	0	0
DDX10	120	88
RP11-998D10.4	0	0
GOLGA8Q	0	0
PPP1R42	0	0
NDUFV2	158	105
FAM27E5	0	0
RP1-232L22__B.1	2	2
DALRD3	20	23
ZNF114	10	0
FAR2P2	0	0
ZNF518B	0	0
AMER3	0	0
SPINK6	0	0
ZNF366	0	0
LCORL	2	79
PARD6G	0	0
ZNF454	0	0
SH2B1	2	1
RP4-682C21.5	0	0
ZC3H12D	0	0
VN1R1	0	0
KDELC2	0	3
PLEC	11	47
SH2D4B	0	0
RNF212	0	0
PRSS36	0	0
ZNF543	0	0
TMEM151B	0	0
GALNT11	37	31
SLITRK1	0	0
C9orf62	0	0
AP000345.1	0	0
WDR6	106	23
PRM3	0	0
TNP2	0	0
SPAG11A	0	0
GEN1	0	0
TMPRSS9	1	4
AQP11	0	0
TMEM11	168	140
ZNF354B	0	0
KCNG2	0	0
SHISA3	0	0
OR2D3	0	0
CALML3	0	0
CALML5	0	0
ZFAND2A	261	20
PLEKHM3	0	0
ZNF223	0	0
HTR1A	0	0
CCDC185	0	0
FAM220A	19	2
DNAJC22	402	42
NEUROG2	0	0
CEP295NL	0	0
BEND3	6	21
RP11-567M16.3	0	0
NT5DC1	259	68
RPS3AP5	0	2
LINC00843	0	0
GLDC	61	17
COX14	284	263
LINC00314	0	0
H3F3AP6	2	1
MCMDC2	0	0
TUBAL3	0	0
RPL10P16	0	9
P4HTM	0	0
UCN3	0	0
DTX3	0	0
KLHL11	0	0
NECAP1P1	0	0
AMBN	0	0
CTXN1	0	0
SLC25A20	0	0
CA8	0	0
CKS1BP6	0	0
CD28	0	0
EPM2AIP1	1	8
ERBB4	0	0
MAF	6	1
CTNNBIP1	0	2
OR6B3	0	0
DEFB125	0	0
GAPDHP29	0	0
PSAPL1	0	0
OTOS	0	0
GTPBP6	0	0
ERN1	0	23
GPR35	0	0
ACTG1P1	1	0
RP11-455G16.1	0	0
C10orf53	0	0
PPIAP33	0	0
ARMC10P1	0	0
CSRNP3	0	22
ZNF713	0	0
PARP10	0	0
DYNAP	0	0
SUZ12	5	0
NSUN3	0	0
KCTD12	0	0
DHFR2	44	0
RP11-169K16.8	1	11
RPP25	0	33
GRINA	16	2
C5orf64	0	0
GLULP4	0	0
THBD	0	0
GP5	0	0
LMO7DN	0	0
COX5A	1124	1362
STX19	0	0
ERFE	0	0
FAM219B	128	0
HIST1H2BPS1	0	0
ZHX2	5	27
CPN2	0	4
CPNE7	0	0
C5orf46	0	0
CD300LB	0	0
GDPD4	0	0
RIIAD1	0	0
MPI	1	46
ADORA2A-AS1	0	51
H1FOO	0	0
TRIM73	0	0
OPLAH	0	0
TMEM52	0	0
TMEM139	0	0
RNF186	0	0
AC114812.5	0	0
EFCAB13	7	16
MSC	0	0
APOLD1	0	0
RFLNA	0	0
EXOSC4	115	49
DPY19L3	9	0
TAF7	244	119
ZNF852	0	14
FOXE1	0	0
PFAS	112	49
HYI	0	0
C17orf62	0	50
TPRX1	0	0
LGALS7B	0	0
ZNF552	0	52
SMIM10L2A	0	0
GAK	7	50
ZBTB7A	8	5
TUFM	835	497
ERICH3	0	0
RMI1	0	2
CTC1	0	0
FBXO34	25	5
LINC00324	0	0
SELENOW	104	81
EIF3K	502	643
MRFAP1L1	175	28
SNX18	14	0
EXD1	0	0
AURKB	5	536
TAS1R2	0	0
C14orf39	2	0
MRFAP1	919	643
C3orf38	9	0
KLHDC7A	1	0
RP11-363G10.2	0	0
TMEM107	0	0
LL0XNC01-131B10.2	0	0
RP11-157K17.5	0	0
RRS1	0	25
EXOC3L1	0	0
TRIML2	0	0
RCC2	45	21
OR13D1	0	0
IGSF22	0	0
C9orf50	0	0
ZFP42	0	0
CTD-2527I21.15	0	0
CCDC89	0	0
TAAR3	0	0
C9orf106	0	0
FAM133A	0	0
DPM3	38	26
C12orf42	0	0
CYC1	1174	456
PER1	0	0
HTR1F	0	0
RP11-349N19.2	0	0
TMTC2	0	0
HES7	0	0
FARSA	67	122
SPTY2D1	0	18
RP11-458F8.3	0	0
C10orf67	0	0
SAMD4B	37	40
LINC00670	0	0
MTUS2-AS1	0	0
CYP11B2	0	0
GIMAP7	0	0
ALOXE3	0	0
EDC3	19	76
TCAIM	47	45
RPS2P28	0	0
FUCA1	0	38
PXT1	0	3
GGN	0	0
OR7E97P	0	0
HNRNPCL1	0	0
TMEM125	0	0
ZNF664	0	53
SIGLECL1	0	0
CALR	354	368
LINC00311	0	0
MAGED1	0	0
RP11-111M22.2	0	0
LDLRAD3	0	0
CDH4	0	0
RP11-429E11.3	0	0
SMCO3	0	0
RAD23A	59	154
C2orf71	0	0
GADD45GIP1	340	292
MEIS3P1	0	0
DAND5	0	2
TMEM151A	0	0
PTPN11	102	113
NSUN7	0	0
ZCCHC5	0	0
FAM156B	0	0
WSCD1	66	0
RAB39A	0	0
CLK3	246	50
GS1-124K5.9	0	0
HLA-DQB1	0	0
GATA2	0	1
ARID3B	37	2
HMGN2P46	0	0
TMEM31	0	0
PACS2	0	20
OR4K11P	0	0
ELMOD2	2	50
EGR3	0	0
C1orf101	0	3
GPC5	0	0
VWA1	19	5
LINC00174	0	0
DNAJB8	0	0
GEMIN4	0	3
HNRNPCL4	0	0
OR6W1P	0	0
AC073072.5	0	0
FJX1	0	0
OR13C6P	0	0
RP5-1027G4.3	0	0
GM140	0	0
KLHL28	97	28
MKRN3	0	0
ZBTB18	13	0
EEF1A1P27	0	0
OR9A2	0	0
C14orf28	0	0
ALOX12B	0	0
SLC17A8	0	0
EIF3J-AS1	4	0
SHARPIN	0	15
LBX2	0	0
DNHD1	0	0
SLITRK4	0	0
HTR1D	0	0
GCC1	0	0
LSMEM2	0	0
NBPF17P	0	0
KB-1552D7.2	0	0
RNF151	0	0
CIITA	0	0
ZFPM1	0	0
ALOX15B	0	0
PLD6	0	0
GPHB5	0	0
GRM8	0	0
CDC42EP4	58	11
DGKZP1	0	0
OR2AP1	0	0
OR6C4	0	0
ZBTB42	0	0
LACC1	0	3
MAF1	218	73
TPPP2	0	0
FCER1A	0	0
RPRML	0	0
ARL14	0	0
LINC00305	0	0
OR6C2	0	0
WDR97	0	0
NLRP8	0	0
PCED1B	0	0
FLJ37453	0	0
APOBEC3B	17	0
SYCN	0	0
CTD-2144E22.5	0	0
PIPOX	28	0
ATP8B5P	0	0
FOXS1	0	0
ATOH7	0	0
CDH5	0	0
LRRC3B	0	0
OR7E22P	0	0
FAM216B	0	0
MRGPRX4	0	0
PCBP1-AS1	0	1
MYADM	1	167
MRGPRX3	0	0
MROH1	4	0
SERTAD2	6	16
PIK3CD-AS1	0	0
AKAP5	0	0
NKPD1	0	0
GIPC3	0	0
AC025335.1	0	0
CITED4	10	23
ABCA13	0	0
NLRP11	0	0
TIGD5	0	0
PDXDC1	14	58
PHC1P1	0	0
C1orf194	0	0
ZNF154	0	0
R3HDM2	36	21
B3GNT3	0	0
ITLN1	0	0
NRXN1	0	0
SEPHS2	205	252
OR10A7	0	0
GPBAR1	0	0
ZNF784	9	0
ZNF648	0	0
C14orf119	267	424
CCR8	0	0
LINC00652	0	0
GOLGA8J	0	0
BBS10	0	0
FIZ1	0	4
PUF60	246	184
SSC5D	0	0
DCTPP1	152	211
ZNF771	0	0
PPP1R14BP3	3	5
RP11-1319K7.1	0	0
CRIPAK	0	0
TSHZ1	0	0
PSTK	47	7
SPDYE7P	0	0
AC010894.4	0	0
SOCS4	1	27
ZADH2	0	2
RP11-756P10.3	0	0
OR1E1	0	0
AC079741.2	0	0
ZNF48	0	0
OR1R1P	0	0
FAM71E2	0	0
C3orf80	17	0
NKX2-6	0	0
TMEM150B	0	0
C10orf91	0	0
OR3A4P	0	0
ANKRD18A	0	0
WFDC11	0	0
TMEM86B	103	16
OR3A1	0	0
SEPT1	0	2
TRNAU1AP	27	10
EXOC3	0	5
AC017081.2	0	0
TDRD6	0	0
C12orf40	0	0
CSNK1A1L	0	0
ACTA2-AS1	0	0
HMGN2P9	0	0
XIAPP3	0	0
LYNX1	0	0
RPS12P23	0	0
TH	0	0
FAR2P1	0	0
MED14	1	12
FAHD1	0	48
HMGB1P14	0	0
TDRP	14	8
RCC1	142	141
WFDC9	0	0
MYLPF	0	0
F2	1065	636
RP1-278E11.3	2	3
FAM71C	0	0
TPT1P10	0	0
PRKRA	87	38
HERC2P3	0	1
NACAP2	0	0
ZNRF2	21	0
RRH	0	0
SLC9A4	0	0
ZNF816	11	3
PRNT	0	0
FGD6	0	0
ADGRD2	0	0
GPR139	0	0
MGC45922	0	0
RP5-1055C14.6	0	0
PLD5	0	0
OAZ2	214	115
WFDC10A	0	0
PNPLA1	0	0
ALX1	22	0
CCDC43	29	56
KCTD4	0	0
MEIOC	4	2
FZD2	0	0
TIGD2	14	0
CCDC129	0	0
HCLS1	0	0
MTURN	0	0
ZNF609	0	0
PAK2	16	90
CCDC66	0	21
DEFB124	0	0
EMC3-AS1	2	11
KRTAP9-7	0	0
ATP5EP2	2	2
MCFD2	189	25
OR10AA1P	0	0
LINC00304	0	0
HARBI1	0	0
DEFB123	0	0
C11orf71	0	0
CYP8B1	0	0
OR6K6	0	0
OR6K4P	0	0
TPRXL	0	0
SERTM1	0	0
GAS1	0	0
ARHGAP45	0	6
CTD-3064H18.4	0	0
OR10Q1	0	0
ZNF571	0	31
GLIPR1L2	0	0
DEFB119	0	0
MIGA1	17	10
KCNE1	0	0
PRR26	48	0
NRIP1	0	0
ZSCAN4	0	0
BHLHA15	0	0
RNF182	0	0
C9orf139	0	0
TSPYL5	0	0
FUT7	0	0
HIST1H2AC	0	3
EIF2S3L	0	0
SRP9P1	0	2
SKIDA1	0	0
HIST1H2BC	0	0
ZBTB12BP	0	0
MB21D2	0	0
GSX2	0	0
SSTR2	48	110
ZNF594	0	0
PCGF5	45	164
SLC47A2	0	0
PRF1	0	0
OR2A4	0	0
MAB21L1	0	0
RPL21P8	1	0
VN1R3	0	0
YOD1	0	5
EXOC5P1	0	0
TMEM64	0	0
C3orf22	0	0
OR10K2	0	0
RP11-290F5.2	0	0
OR5AZ1P	0	0
CHRM4	0	0
OR51A9P	0	0
SHISA2	0	0
S1PR5	0	0
CLRN3	4	1
SMG1P3	0	5
GPR157	42	15
PIPSL	0	1
CHST13	410	195
WDFY3-AS2	0	7
OR7E129P	0	0
AGTR2	0	0
SLC36A4	0	61
ZDHHC20	2	0
ANKRD30B	0	0
OR51E1	0	0
ZFP3	0	0
ARSJ	39	3
RP11-467D10.2	0	0
HOXC9	0	0
MAP3K15	0	0
PPA1	1063	754
HOXC10	14	3
PSMG4	0	40
BHLHE22	0	0
MAP6D1	0	29
CSNK1G2-AS1	0	0
ZNF443	0	0
LINC01559	0	0
PDIA3P1	2	2
LINC01555	0	0
CXCR2	0	0
DEFB112	0	0
GREM2	0	0
C11orf42	0	0
SSR4	98	248
CAPS2	0	0
ZNF792	0	0
CUEDC1	0	0
SCRIB	0	4
KCTD2	0	0
D2HGDH	0	2
OR52B1P	0	0
TTTY11	0	0
OR56B3P	0	0
OXTR	0	0
CMTR2	4	0
OR56B4	0	0
FAM83H	0	0
OR7E18P	0	0
GPR62	0	0
OR56A1	0	0
ZNF572	0	0
ST20	29	31
PITPNB	257	73
TCEAL8	17	44
OR52E4	0	22
LRRC57	0	7
OR52N2	0	0
MRPL14	147	315
GPR137C	0	0
C1orf105	0	0
OR52N1	0	0
BBS12	0	14
ZFP82	0	21
OR52N5	0	0
C17orf47	0	0
LSMEM1	0	0
OR56B2P	0	0
NQO1	3174	4305
OR56B1	0	0
AEN	0	49
FKRP	0	0
TRAPPC5	4	7
RPH3AL	4	0
SLC25A42	15	9
FCRL6	0	0
METTL23	36	123
SLC26A11	17	0
HIGD1A	321	235
CHRM2	0	0
OR52N4	0	0
MAPK15	0	0
EHMT1	49	71
ADIPOQ	0	0
RP11-429J17.2	0	0
SDCCAG3P2	0	0
F2R	0	30
OR52P1P	0	0
RP4-539M6.14	0	0
HLA-V	0	0
ZNF707	0	0
MUC16	0	0
NPM1	3146	4080
FER1L6-AS1	0	0
PJA1	0	0
DHTKD1	1	4
PENK	0	0
HIST3H2BA	0	0
HECW1-IT1	0	0
OR8G2P	0	0
C4orf50	0	0
HIST3H2A	0	0
ZNF746	0	6
POLR2A	10	37
DLSTP1	0	0
TMEM132C	0	0
SLC25A41	0	0
MTHFD2P7	0	0
TMEM136	0	0
OR5AK2	0	0
FRAT2	0	24
OR5AK3P	0	0
TMEM102	0	13
TMEM132E	0	0
OR5G1P	0	0
ZNF322	0	13
NME9	0	0
SPEM1	0	0
OR9G3P	0	0
HEPHL1	0	0
LRRC75A	0	0
OFCC1	0	4
CTAGE10P	0	0
HSP90AA6P	0	1
OR5M8	0	0
CCL13	0	0
CFAP65	0	0
DDX60L	0	0
SYNE4	0	0
OR5AL1	0	0
OGFOD3	25	0
WASH1	0	0
UTS2R	0	0
AATK	0	0
DDN	0	0
SAGE1	0	0
ZNF467	0	0
SOX2	0	0
ZNF678	35	5
TMEM45A	21	0
RAP2B	142	71
ZBTB2	0	20
RNF135	0	0
OR6T1	0	0
RP4-655L22.4	0	0
ACBD4	0	0
RP3-474G15.1	0	0
OR8D4	0	0
SGSH	0	42
RPL24P4	3	0
MAB21L2	0	0
FANCB	0	4
EDDM3B	0	0
SETD2	14	3
EDDM3A	0	0
C6orf223	0	0
TMIE	0	0
MEX3D	0	0
OR52D1	0	0
MRPS23	289	330
OR52H1	0	0
FDCSP	0	0
GPR135	0	1
SLX1B	0	0
ANKRD62	0	0
P2RY13	0	0
TNFSF15	0	0
ZFP41	0	0
PHLDA2	92	0
ATG9B	0	0
GPR88	0	0
HKR1	0	2
none	0	0
PLAG1	0	0
OR8H1	0	0
OR5T1	0	0
YIPF6	96	86
RP11-11L12.2	0	0
OR5T2	0	0
ZBTB20	89	4
OR2Z1	0	0
FDX1P1	0	0
C3orf58	0	3
C5orf30	0	0
OR8K5	0	0
AMIGO1	0	0
OR8H3	0	0
OR8H2	0	0
GPR3	2	2
TMEM252	0	0
OR5J1P	0	0
ODF3L2	0	0
OR5AS1	0	0
ACTL9	0	0
SIAH2	0	0
COPG1	176	30
ADGRB1	0	0
LINC00471	0	0
CELF2-AS1	0	0
OR6S1	0	0
SLC9A9	0	0
LSM10	151	146
KCTD9P2	0	0
RELL1	0	15
RFX7	0	0
SLC35C1	0	0
OR5D17P	0	0
TIGIT	0	0
RNF41	114	20
SLC2A4	0	2
FTMT	0	0
IBA57	61	4
CLDN7	0	0
ZNF329	0	0
ZNF101	38	1
OR4C6	0	0
C5orf24	55	23
AP003774.4	0	0
ADO	55	0
COA4	254	159
OR4P4	0	0
PRKAG1	0	84
none	0	0
GINS3	0	6
OR4C15	0	0
OR4A21P	0	0
OR4A13P	0	0
OR4A15	0	0
OR4A16	0	0
OR52K2	0	0
NEUROG1	0	0
PYY3	0	0
CCDC149	4	0
GOLGA8CP	0	0
MRPS11	53	64
LINC00301	0	0
AQP7P2	0	0
RP11-651P23.2	0	0
SNRPE	418	560
RTKN2	3	5
PNMAL1	0	0
RP11-381O7.3	0	0
CHST15	0	0
ADIG	0	0
USH1G	0	0
TRPC2	0	0
MGAT4C	0	8
TRIM49B	0	0
IDH2	317	570
OGFRP1	0	0
OR52A1	0	0
PTCHD3	0	0
OR6B2	0	0
TMEM259	20	21
WRB	99	49
TNRC18	0	15
FAM181B	0	0
TMEM30B	0	0
DEXI	0	8
RP11-69E11.4	0	2
ZNF716	0	0
NOP10	372	449
FAM89A	65	125
KCNIP1	0	0
TDRKH	0	0
ZNF708	13	0
IST1	187	90
ERCC6L2	1	19
MRPL41	165	282
ENPP7	0	0
CREB3L2	32	38
P2RY8	0	0
TP53TG1	1	0
UNC5C	0	0
MRGPRG	0	0
TSEN54	0	92
RGMA	0	0
ASB18	0	0
UBA7	0	0
MRPS16	212	139
FAM159A	0	0
RAD51B	1	0
CRYGB	0	0
LDOC1	4	66
ARL6IP4	1	0
EXT1	49	3
SHMT2	54	258
MOB2	0	3
HHIPL1	0	0
ATP6AP2	371	416
ZAR1	0	0
CYB5D1	0	0
FAM153B	0	0
BACE2	0	0
UBE2E2	0	0
SYNM	0	0
KCNA4	0	0
GABRG3	0	0
PRR34	0	0
NLRP10	0	0
FIGN	0	0
IZUMO1	0	0
TMIGD1	0	0
B4GALNT4	0	0
AP1S2	0	0
C8orf33	115	37
DCAF4L1	0	0
SPACA6	4	0
MBD3L3	0	0
ZSCAN22	0	0
KCNJ14	0	0
FBXL6	0	21
C1S	34	0
GLTPD2	47	80
KIAA2012	0	0
PRAMEF8	0	0
LIPF	0	0
OR5P3	0	0
DAOA	0	0
PDSS1P1	0	0
ZNF804B	0	0
CRIP1P4	0	0
C17orf77	0	0
KBTBD3	0	0
YBEY	64	30
OR5F2P	0	0
FAM87A	0	0
CLN8	1	0
RP5-1142A6.8	0	0
PLCXD1	77	34
NXPH4	0	0
RPL27AP5	0	0
CACNB4	0	0
IFNL1	0	0
DNM1P46	0	0
TRAPPC6B	0	0
PGBD4	0	0
CDY2A	0	0
NPLOC4	69	24
OTOL1	0	0
KCNK4	0	0
TEX19	0	0
TSHZ2	0	0
CAPN12	0	1
EXOC7	0	0
OR2B8P	0	0
KPNA2	710	569
WASH6P	0	0
NCF1B	7	0
XKRX	0	0
BGN	0	0
CEP97	0	3
LHFPL1	0	0
FES	0	71
GLRX5	167	245
FAM104B	0	0
TBPL2	0	0
OR7E115P	0	0
CAV3	0	0
MXRA7	0	8
LIMK2	0	55
MFSD5	98	125
RNASE10	0	0
ADI1	243	395
RWDD4	0	0
SPNS3	0	0
OR4C2P	0	0
CLEC4G	0	0
SATB1	0	0
RP3-341D10.1	0	0
NXPH3	0	0
CSF1R	0	0
EPHB3	0	0
VCX	0	0
ACTL10	0	0
EPGN	0	0
LINC00334	0	0
KRTAP11-1	0	0
C2orf82	88	10
HS3ST4	0	0
TRAK1	38	23
TSPAN10	0	0
OR2V2	0	0
PLCB1	18	67
RP11-123C21.1	0	0
SKA2	12	58
RXFP3	0	0
CCNYL2	0	0
OR10G7	0	0
NDN	0	0
CCDC172	0	0
LINC01006	0	0
OR4Q3	0	0
NTM	0	0
TTC3	177	97
KCNB2	0	0
PPP1R27	0	0
BRICD5	14	0
GALR2	43	1
RESP18	0	0
IGIP	0	0
TSKU	77	43
FXYD6P3	0	0
CMC4	0	0
ANXA2	2924	3091
SEPHS1P1	0	0
RGS6	0	0
HOXB4	0	0
SLC35D3	0	0
PAQR7	0	0
PAPPA	0	0
MAFA	0	0
NGRN	101	55
GRID1	0	0
RPS17	641	881
RP11-114H20.1	0	0
HCAR2	30	0
OR2T29	0	0
CCDC87	3	0
GSTA5	0	0
C1orf116	0	0
TMEM198B	0	10
MAGEB17	0	0
CRIP2	0	0
DDX28	105	67
FUNDC2P2	0	0
KRTAP13-2	0	0
AC008132.15	0	0
ACBD3	134	52
C16orf72	2	5
PLCXD3	0	0
RRP7BP	4	2
VMO1	0	0
OR4F15	0	0
ALG12	31	13
LCK	0	0
GALNT9	0	0
COL18A1	0	1
RBM10	24	20
RP11-181G12.2	0	0
ADGRG3	0	0
RP11-558O12.1	0	0
GLUD2	0	0
TMEM95	0	0
TCHHL1	0	0
RPL35A	1587	1479
RGS7	0	0
SLC25A18	34	58
ZNF721	13	6
TSPEAR-AS2	0	0
TCEAL7	0	0
C11orf54	125	54
CCDC75P1	0	0
CEP63	64	17
WFDC10B	0	0
SRPRA	0	149
OTOP3	0	1
EWSR1	494	320
ODF3L1	0	0
HMGN4	53	34
SPATA13	0	3
GJC1	0	4
NPM1P14	0	0
SOX1	0	0
CNOT10	22	38
RP11-294C11.1	0	0
MTA1	0	0
ZNF662	0	2
CADM1	0	1
ZNF320	29	93
C12orf60	0	0
PYCR1	91	107
NAA38	368	203
SPNS2	0	0
MCEMP1	0	0
AP2A2	17	13
TPM3P8	0	0
SLC8A1	0	0
OR1G1	0	0
SLC25A21	0	0
OTOP2	0	0
CYLC1	0	0
PCP4	0	0
ABAT	21	39
SLC25A10	41	19
CAMK1D	0	0
RGPD6	0	0
FAM133CP	7	0
LYSMD4	0	32
WBP2NL	0	0
IGSF5	0	0
NKX2-5	0	0
AFMID	6	35
GAS6	0	0
FREM3	0	0
NEB	5	15
BEGAIN	0	0
GPC6	0	31
ARHGEF37	0	0
FAM43B	3	0
CSMD1	0	0
OR2A3P	1	0
CALHM3	0	0
none	0	0
PTGDR2	0	0
CEP57L1	55	8
RIPPLY3	0	0
PRORY	0	0
ANKRD20A2	0	0
GPR19	0	0
GJD3	0	0
RP11-863K10.7	0	0
RABIF	77	58
TMEM119	1	0
FANCF	16	10
CALN1	0	0
POM121L1P	0	0
RP11-49C9.2	0	0
SMDT1	239	75
GABRR3	0	0
C2CD4C	0	0
CHST6	0	0
HSP90AB3P	4	5
POTEC	0	0
RUVBL2	349	710
GDPGP1	0	68
CTNNA3	0	0
RP5-1120P11.4	0	0
WT1-AS	0	0
RIMBP3C	0	0
PRR36	0	0
NF1P3	0	0
LINC01547	0	0
OR51B4	0	0
PTTG1IP	79	69
DDX41	32	29
ABHD16B	0	0
OR52E8	0	0
CCDC60	0	0
PLGLB1	1	0
DAZAP2	127	470
CCBE1	0	0
SELENOF	341	174
TISP43	0	0
RPSAP19	4	5
OR5P2	0	0
FAM9A	0	0
MAGEA2B	0	0
CECR6	0	0
AC005037.3	0	0
ZNF623	6	0
OR2T34	0	0
OR52L1	0	0
EPHA10	0	0
SPDYE4	0	0
CCDC125	0	54
REC114	0	0
BOLA2	0	0
BCOR	0	40
JRKL	0	0
C10orf107	0	0
GBP6	0	0
KIAA2026	0	0
OVCH2	0	0
SYNDIG1L	0	0
TTTY8	0	0
FHL3	158	29
OR56A4	0	0
PMCH	0	0
TMEM89	0	0
C19orf71	0	0
CCDC159	0	0
RIPK4	0	0
LRIT3	0	0
NPIPA1	0	0
SF3A3	246	181
ZBTB8OSP1	0	0
TFDP3	0	0
TRIM61	0	0
OR7E38P	0	7
GRIN2A	0	0
RP11-958N24.1	0	0
URAD	0	0
FLJ40288	0	0
GTF2H2C	8	6
ASB7	0	0
SH2D7	0	0
TREX2	0	0
GPR132	0	0
MX2	31	33
EP400	19	0
MEX3B	0	0
PI4KAP2	0	0
FAM46C	0	0
COA5	21	34
TDGF1P2	0	0
UTP11	160	142
PSMG1	110	149
PRR14L	76	50
COL18A1-AS1	0	0
KLRC4	0	0
ACSM5	0	0
C10orf120	0	0
IZUMO1R	0	0
CTC-343N3.1	0	0
BPIFA4P	0	0
SERHL2	0	0
PCBP3	0	0
PGPEP1L	0	0
SETD3	11	1
TNFAIP8L3	0	6
ZNRF3	0	1
FBXL7	0	0
HMGN3P1	0	0
TANGO2	34	34
HIST2H3D	0	0
SMG1P5	0	0
SFXN4	0	45
GKN2	0	0
FAM167B	0	0
MRPL54	74	62
ZNF438	0	0
HMCES	140	204
CCR3	0	0
DGCR6	0	0
GOLGA8G	0	0
PRR32	0	0
TP53TG3	0	0
RP1L1	0	0
KRTAP8-1	0	0
C15orf32	0	0
C11orf88	0	0
ZNF530	0	5
NDUFB1	121	197
MARCH11	0	0
KLHL25	0	0
FAM19A1	0	0
RP11-44N17.1	0	0
TRMT12	48	0
GUSBP1	0	0
PSG9	0	0
GPR1	0	0
LINC00518	0	0
BMP8A	0	0
ALYREF	125	112
RFLNB	2	10
EFHC2	0	0
NOG	0	0
MRGPRX2	0	0
UPP1	8	43
SLC9B1P1	0	0
OR4N4	0	0
IFNL2	0	0
OPCML	0	0
TRIM52	0	0
LHFP	0	0
CMTM4	1	0
TMEM50A	339	268
NPBWR1	0	0
FIGLA	0	0
ASCL2	0	0
TBK1	0	44
CBX6	5	27
MACC1	0	0
ACSM2A	2	0
TBL3	0	0
BPY2	0	0
ACP7	0	0
KREMEN1	0	0
TRAIP	0	0
CHEK2	0	45
FOXL2	0	0
AIFM3	0	0
KCTD16	0	0
B3GALT5	0	0
ZNF703	0	0
SLC35F3	0	0
KCTD8	0	0
C9orf66	36	0
TUBA8	0	0
TCEB3C	0	0
NPIPA5	0	2
BPY2B	0	0
EMILIN3	0	0
OLFML1	0	0
FAM162B	25	8
RBM12B	0	0
CCR4	0	0
LIN9	0	7
CTA-833B7.2	0	0
BTBD9	2	0
NUDT14	0	43
ANKRD45	0	0
MAATS1	0	0
PNMA3	0	0
GPR39	0	0
FAM3B	0	0
ZNF730	0	0
KIRREL	0	0
IQGAP3	0	24
CNGA2	0	0
TOB2	8	37
SCN5A	0	0
ARSI	0	0
UTY	0	0
C1orf64	0	0
AC138969.4	0	0
TTC32	58	0
LRRC55	0	0
OR4G2P	0	0
RPL21P132	0	0
DNAH2	0	0
SH2D1A	0	0
SDR42E2	0	0
DUSP5P1	0	0
HTR7P1	0	0
TRBV21OR9-2	0	0
PRKX	0	0
KMT5A	0	21
KCNH8	0	0
SMTN	22	101
NPW	15	11
PP2D1	0	0
